nv;Datetime;evcs_Q;evcs_P;evcs_Ep;evcs_Eq
1711;2024-01-18 20:00:00;0;0;0;0
1712;2024-01-18 20:15:00;0;0;0;0
1713;2024-01-18 20:30:00;0;0;0;0
1714;2024-01-18 20:45:00;0;0;0;0
1715;2024-01-18 21:00:00;0;0;0;0
1716;2024-01-18 21:15:00;0;0;0;0
1717;2024-01-18 21:30:00;0;0;0;0
1718;2024-01-18 21:45:00;0;0;0;0
1719;2024-01-18 22:00:00;0;0;0;0
1720;2024-01-18 22:15:00;0;0;0;0
1721;2024-01-18 22:30:00;0;0;0;0
1722;2024-01-18 22:45:00;0;0;0;0
1723;2024-01-18 23:00:00;0;0;0;0
1724;2024-01-18 23:15:00;0;0;0;0
1725;2024-01-18 23:30:00;0;0;0;0
1726;2024-01-18 23:45:00;0;0;0;0
1727;2024-01-19 00:00:00;0;0;0;0
1728;2024-01-19 00:15:00;0;0;0;0
1729;2024-01-19 00:30:00;0;0;0;0
1730;2024-01-19 00:45:00;0;0;0;0
1731;2024-01-19 01:00:00;0;0;0;0
1732;2024-01-19 01:15:00;0;0;0;0
1733;2024-01-19 01:30:00;0;0;0;0
1734;2024-01-19 01:45:00;0;0;0;0
1735;2024-01-19 02:00:00;0;0;0;0
1736;2024-01-19 02:15:00;0;0;0;0
1737;2024-01-19 02:30:00;0;0;0;0
1738;2024-01-19 02:45:00;0;0;0;0
1739;2024-01-19 03:00:00;0;0;0;0
1740;2024-01-19 03:15:00;0;0;0;0
1741;2024-01-19 03:30:00;0;0;0;0
1742;2024-01-19 03:45:00;0;0;0;0
1743;2024-01-19 04:00:00;0;0;0;0
1744;2024-01-19 04:15:00;0;0;0;0
1745;2024-01-19 04:30:00;0;0;0;0
1746;2024-01-19 04:45:00;0;0;0;0
1747;2024-01-19 05:00:00;0;0;0;0
1748;2024-01-19 05:15:00;0;0;0;0
1749;2024-01-19 05:30:00;0;0;0;0
1750;2024-01-19 05:45:00;0;0;0;0
1751;2024-01-19 06:00:00;-0.136664691;1.263962008;0.157995251;-0.017083086
1752;2024-01-19 06:15:00;-0.939248355;8.971428788;1.27942385;-0.134489131
1753;2024-01-19 06:30:00;-0.905316247;9.23148191;2.275363837;-0.230570575
1754;2024-01-19 06:45:00;-0.904314404;9.191196993;2.302834863;-0.226203831
1755;2024-01-19 07:00:00;-0.896821384;9.204319997;2.299439624;-0.225141973
1756;2024-01-19 07:15:00;-0.890508711;9.182341336;2.298332667;-0.223416262
1757;2024-01-19 07:30:00;-0.862256103;7.075099688;2.032180128;-0.219095602
1758;2024-01-19 07:45:00;-0.734459514;2.883033988;1.24476671;-0.199589452
1759;2024-01-19 08:00:00;-0.718854699;2.852607427;0.716955177;-0.181664277
1760;2024-01-19 08:15:00;-0.606381022;2.370468683;0.652884514;-0.165654465
1761;2024-01-19 08:30:00;0;0;0.296308585;-0.075797628
1762;2024-01-19 08:45:00;0;0;0;0
1763;2024-01-19 09:00:00;0;0;0;0
1764;2024-01-19 09:15:00;-1.91E-05;4.89265E-05;6.11581E-06;-2.39E-06
1765;2024-01-19 09:30:00;0;0;6.11581E-06;-2.39E-06
1766;2024-01-19 09:45:00;0;0;0;0
1767;2024-01-19 10:00:00;-0.781920539;7.664204618;0.958025577;-0.097740067
1768;2024-01-19 10:15:00;-0.842817888;5.25203527;1.614529986;-0.203092303
1769;2024-01-19 10:30:00;-0.614083116;2.401950882;0.956748269;-0.182112626
1770;2024-01-19 10:45:00;0;0;0.30024386;-0.07676039
1771;2024-01-19 11:00:00;0;0;0;0
1772;2024-01-19 11:15:00;0;0;0;0
1773;2024-01-19 11:30:00;0;0;0;0
1774;2024-01-19 11:45:00;0;0;0;0
1775;2024-01-19 12:00:00;0;0;0;0
1776;2024-01-19 12:15:00;0;0;0;0
1777;2024-01-19 12:30:00;0;0;0;0
1778;2024-01-19 12:45:00;0;0;0;0
1779;2024-01-19 13:00:00;0;0;0;0
1780;2024-01-19 13:15:00;0;0;0;0
1781;2024-01-19 13:30:00;0;0;0;0
1782;2024-01-19 13:45:00;0;0;0;0
1783;2024-01-19 14:00:00;0;0;0;0
1784;2024-01-19 14:15:00;0;0;0;0
1785;2024-01-19 14:30:00;0;0;0;0
1786;2024-01-19 14:45:00;0;0;0;0
1787;2024-01-19 15:00:00;0;0;0;0
1788;2024-01-19 15:15:00;0;0;0;0
1789;2024-01-19 15:30:00;0;0;0;0
1790;2024-01-19 15:45:00;0;0;0;0
1791;2024-01-19 16:00:00;0;0;0;0
1792;2024-01-19 16:15:00;0;0;0;0
1793;2024-01-19 16:30:00;0;0;0;0
1794;2024-01-19 16:45:00;0;0;0;0
1795;2024-01-19 17:00:00;0;0;0;0
1796;2024-01-19 17:15:00;0;0;0;0
1797;2024-01-19 17:30:00;0;0;0;0
1798;2024-01-19 17:45:00;0;0;0;0
1799;2024-01-19 18:00:00;0;0;0;0
1800;2024-01-19 18:15:00;0;0;0;0
1801;2024-01-19 18:30:00;0;0;0;0
1802;2024-01-19 18:45:00;0;0;0;0
1803;2024-01-19 19:00:00;0;0;0;0
1804;2024-01-19 19:15:00;0;0;0;0
1805;2024-01-19 19:30:00;0;0;0;0
1806;2024-01-19 19:45:00;0;0;0;0
1807;2024-01-19 20:00:00;0;0;0;0
1808;2024-01-19 20:15:00;0;0;0;0
1809;2024-01-19 20:30:00;0;0;0;0
1810;2024-01-19 20:45:00;0;0;0;0
1811;2024-01-19 21:00:00;0;0;0;0
1812;2024-01-19 21:15:00;0;0;0;0
1813;2024-01-19 21:30:00;0;0;0;0
1814;2024-01-19 21:45:00;0;0;0;0
1815;2024-01-19 22:00:00;0;0;0;0
1816;2024-01-19 22:15:00;0;0;0;0
1817;2024-01-19 22:30:00;0;0;0;0
1818;2024-01-19 22:45:00;0;0;0;0
1819;2024-01-19 23:00:00;0;0;0;0
1820;2024-01-19 23:15:00;0;0;0;0
1821;2024-01-19 23:30:00;0;0;0;0
1822;2024-01-19 23:45:00;0;0;0;0
1823;2024-01-20 00:00:00;0;0;0;0
1824;2024-01-20 00:15:00;0;0;0;0
1825;2024-01-20 00:30:00;0;0;0;0
1826;2024-01-20 00:45:00;0;0;0;0
1827;2024-01-20 01:00:00;0;0;0;0
1828;2024-01-20 01:15:00;0;0;0;0
1829;2024-01-20 01:30:00;0;0;0;0
1830;2024-01-20 01:45:00;0;0;0;0
1831;2024-01-20 02:00:00;0;0;0;0
1832;2024-01-20 02:15:00;0;0;0;0
1833;2024-01-20 02:30:00;0;0;0;0
1834;2024-01-20 02:45:00;0;0;0;0
1835;2024-01-20 03:00:00;0;0;0;0
1836;2024-01-20 03:15:00;0;0;0;0
1837;2024-01-20 03:30:00;0;0;0;0
1838;2024-01-20 03:45:00;0;0;0;0
1839;2024-01-20 04:00:00;0;0;0;0
1840;2024-01-20 04:15:00;0;0;0;0
1841;2024-01-20 04:30:00;0;0;0;0
1842;2024-01-20 04:45:00;0;0;0;0
1843;2024-01-20 05:00:00;0;0;0;0
1844;2024-01-20 05:15:00;0;0;0;0
1845;2024-01-20 05:30:00;0;0;0;0
1846;2024-01-20 05:45:00;0;0;0;0
1847;2024-01-20 06:00:00;0;0;0;0
1848;2024-01-20 06:15:00;0;0;0;0
1849;2024-01-20 06:30:00;0;0;0;0
1850;2024-01-20 06:45:00;0;0;0;0
1851;2024-01-20 07:00:00;0;0;0;0
1852;2024-01-20 07:15:00;0;0;0;0
1853;2024-01-20 07:30:00;0;0;0;0
1854;2024-01-20 07:45:00;0;0;0;0
1855;2024-01-20 08:00:00;0;0;0;0
1856;2024-01-20 08:15:00;0;0;0;0
1857;2024-01-20 08:30:00;0;0;0;0
1858;2024-01-20 08:45:00;0;0;0;0
1859;2024-01-20 09:00:00;0;0;0;0
1860;2024-01-20 09:15:00;0;0;0;0
1861;2024-01-20 09:30:00;0;0;0;0
1862;2024-01-20 09:45:00;0;0;0;0
1863;2024-01-20 10:00:00;0;0;0;0
1864;2024-01-20 10:15:00;0;0;0;0
1865;2024-01-20 10:30:00;0;0;0;0
1866;2024-01-20 10:45:00;0;0;0;0
1867;2024-01-20 11:00:00;0;0;0;0
1868;2024-01-20 11:15:00;0;0;0;0
1869;2024-01-20 11:30:00;0;0;0;0
1870;2024-01-20 11:45:00;0;0;0;0
1871;2024-01-20 12:00:00;0;0;0;0
1872;2024-01-20 12:15:00;0;0;0;0
1873;2024-01-20 12:30:00;0;0;0;0
1874;2024-01-20 12:45:00;0;0;0;0
1875;2024-01-20 13:00:00;0;0;0;0
1876;2024-01-20 13:15:00;0;0;0;0
1877;2024-01-20 13:30:00;0;0;0;0
1878;2024-01-20 13:45:00;0;0;0;0
1879;2024-01-20 14:00:00;0;0;0;0
1880;2024-01-20 14:15:00;0;0;0;0
1881;2024-01-20 14:30:00;0;0;0;0
1882;2024-01-20 14:45:00;0;0;0;0
1883;2024-01-20 15:00:00;0;0;0;0
1884;2024-01-20 15:15:00;0;0;0;0
1885;2024-01-20 15:30:00;0;0;0;0
1886;2024-01-20 15:45:00;0;0;0;0
1887;2024-01-20 16:00:00;0;0;0;0
1888;2024-01-20 16:15:00;0;0;0;0
1889;2024-01-20 16:30:00;0;0;0;0
1890;2024-01-20 16:45:00;0;0;0;0
1891;2024-01-20 17:00:00;0;0;0;0
1892;2024-01-20 17:15:00;0;0;0;0
1893;2024-01-20 17:30:00;0;0;0;0
1894;2024-01-20 17:45:00;0;0;0;0
1895;2024-01-20 18:00:00;0;0;0;0
1896;2024-01-20 18:15:00;0;0;0;0
1897;2024-01-20 18:30:00;0;0;0;0
1898;2024-01-20 18:45:00;0;0;0;0
1899;2024-01-20 19:00:00;0;0;0;0
1900;2024-01-20 19:15:00;0;0;0;0
1901;2024-01-20 19:30:00;0;0;0;0
1902;2024-01-20 19:45:00;0;0;0;0
1903;2024-01-20 20:00:00;0;0;0;0
1904;2024-01-20 20:15:00;0;0;0;0
1905;2024-01-20 20:30:00;0;0;0;0
1906;2024-01-20 20:45:00;0;0;0;0
1907;2024-01-20 21:00:00;0;0;0;0
1908;2024-01-20 21:15:00;0;0;0;0
1909;2024-01-20 21:30:00;0;0;0;0
1910;2024-01-20 21:45:00;0;0;0;0
1911;2024-01-20 22:00:00;0;0;0;0
1912;2024-01-20 22:15:00;0;0;0;0
1913;2024-01-20 22:30:00;0;0;0;0
1914;2024-01-20 22:45:00;0;0;0;0
1915;2024-01-20 23:00:00;0;0;0;0
1916;2024-01-20 23:15:00;0;0;0;0
1917;2024-01-20 23:30:00;0;0;0;0
1918;2024-01-20 23:45:00;0;0;0;0
1919;2024-01-21 00:00:00;0;0;0;0
1920;2024-01-21 00:15:00;0;0;0;0
1921;2024-01-21 00:30:00;0;0;0;0
1922;2024-01-21 00:45:00;0;0;0;0
1923;2024-01-21 01:00:00;0;0;0;0
1924;2024-01-21 01:15:00;0;0;0;0
1925;2024-01-21 01:30:00;0;0;0;0
1926;2024-01-21 01:45:00;0;0;0;0
1927;2024-01-21 02:00:00;0;0;0;0
1928;2024-01-21 02:15:00;0;0;0;0
1929;2024-01-21 02:30:00;0;0;0;0
1930;2024-01-21 02:45:00;0;0;0;0
1931;2024-01-21 03:00:00;0;0;0;0
1932;2024-01-21 03:15:00;0;0;0;0
1933;2024-01-21 03:30:00;0;0;0;0
1934;2024-01-21 03:45:00;0;0;0;0
1935;2024-01-21 04:00:00;0;0;0;0
1936;2024-01-21 04:15:00;0;0;0;0
1937;2024-01-21 04:30:00;0;0;0;0
1938;2024-01-21 04:45:00;0;0;0;0
1939;2024-01-21 05:00:00;0;0;0;0
1940;2024-01-21 05:15:00;0;0;0;0
1941;2024-01-21 05:30:00;0;0;0;0
1942;2024-01-21 05:45:00;0;0;0;0
1943;2024-01-21 06:00:00;0;0;0;0
1944;2024-01-21 06:15:00;0;0;0;0
1945;2024-01-21 06:30:00;0;0;0;0
1946;2024-01-21 06:45:00;0;0;0;0
1947;2024-01-21 07:00:00;0;0;0;0
1948;2024-01-21 07:15:00;0;0;0;0
1949;2024-01-21 07:30:00;0;0;0;0
1950;2024-01-21 07:45:00;0;0;0;0
1951;2024-01-21 08:00:00;0;0;0;0
1952;2024-01-21 08:15:00;0;0;0;0
1953;2024-01-21 08:30:00;0;0;0;0
1954;2024-01-21 08:45:00;0;0;0;0
1955;2024-01-21 09:00:00;0;0;0;0
1956;2024-01-21 09:15:00;0;0;0;0
1957;2024-01-21 09:30:00;0;0;0;0
1958;2024-01-21 09:45:00;0;0;0;0
1959;2024-01-21 10:00:00;0;0;0;0
1960;2024-01-21 10:15:00;0;0;0;0
1961;2024-01-21 10:30:00;0;0;0;0
1962;2024-01-21 10:45:00;0;0;0;0
1963;2024-01-21 11:00:00;0;0;0;0
1964;2024-01-21 11:15:00;0;0;0;0
1965;2024-01-21 11:30:00;0;0;0;0
1966;2024-01-21 11:45:00;0;0;0;0
1967;2024-01-21 12:00:00;0;0;0;0
1968;2024-01-21 12:15:00;0;0;0;0
1969;2024-01-21 12:30:00;0;0;0;0
1970;2024-01-21 12:45:00;0;0;0;0
1971;2024-01-21 13:00:00;0;0;0;0
1972;2024-01-21 13:15:00;0;0;0;0
1973;2024-01-21 13:30:00;0;0;0;0
1974;2024-01-21 13:45:00;0;0;0;0
1975;2024-01-21 14:00:00;0;0;0;0
1976;2024-01-21 14:15:00;0;0;0;0
1977;2024-01-21 14:30:00;0;0;0;0
1978;2024-01-21 14:45:00;0;0;0;0
1979;2024-01-21 15:00:00;0;0;0;0
1980;2024-01-21 15:15:00;0;0;0;0
1981;2024-01-21 15:30:00;0;0;0;0
1982;2024-01-21 15:45:00;0;0;0;0
1983;2024-01-21 16:00:00;0;0;0;0
1984;2024-01-21 16:15:00;0;0;0;0
1985;2024-01-21 16:30:00;0;0;0;0
1986;2024-01-21 16:45:00;0;0;0;0
1987;2024-01-21 17:00:00;0;0;0;0
1988;2024-01-21 17:15:00;0;0;0;0
1989;2024-01-21 17:30:00;0;0;0;0
1990;2024-01-21 17:45:00;0;0;0;0
1991;2024-01-21 18:00:00;0;0;0;0
1992;2024-01-21 18:15:00;0;0;0;0
1993;2024-01-21 18:30:00;0;0;0;0
1994;2024-01-21 18:45:00;0;0;0;0
1995;2024-01-21 19:00:00;0;0;0;0
1996;2024-01-21 19:15:00;0;0;0;0
1997;2024-01-21 19:30:00;0;0;0;0
1998;2024-01-21 19:45:00;0;0;0;0
1999;2024-01-21 20:00:00;0;0;0;0
2000;2024-01-21 20:15:00;0;0;0;0
2001;2024-01-21 20:30:00;0;0;0;0
2002;2024-01-21 20:45:00;0;0;0;0
2003;2024-01-21 21:00:00;0;0;0;0
2004;2024-01-21 21:15:00;0;0;0;0
2005;2024-01-21 21:30:00;0;0;0;0
2006;2024-01-21 21:45:00;0;0;0;0
2007;2024-01-21 22:00:00;0;0;0;0
2008;2024-01-21 22:15:00;0;0;0;0
2009;2024-01-21 22:30:00;0;0;0;0
2010;2024-01-21 22:45:00;0;0;0;0
2011;2024-01-21 23:00:00;0;0;0;0
2012;2024-01-21 23:15:00;0;0;0;0
2013;2024-01-21 23:30:00;0;0;0;0
2014;2024-01-21 23:45:00;0;0;0;0
2015;2024-01-22 00:00:00;0;0;0;0
2016;2024-01-22 00:15:00;0;0;0;0
2017;2024-01-22 00:30:00;0;0;0;0
2018;2024-01-22 00:45:00;0;0;0;0
2019;2024-01-22 01:00:00;0;0;0;0
2020;2024-01-22 01:15:00;0;0;0;0
2021;2024-01-22 01:30:00;0;0;0;0
2022;2024-01-22 01:45:00;0;0;0;0
2023;2024-01-22 02:00:00;0;0;0;0
2024;2024-01-22 02:15:00;0;0;0;0
2025;2024-01-22 02:30:00;0;0;0;0
2026;2024-01-22 02:45:00;0;0;0;0
2027;2024-01-22 03:00:00;0;0;0;0
2028;2024-01-22 03:15:00;0;0;0;0
2029;2024-01-22 03:30:00;0;0;0;0
2030;2024-01-22 03:45:00;0;0;0;0
2031;2024-01-22 04:00:00;0;0;0;0
2032;2024-01-22 04:15:00;0;0;0;0
2033;2024-01-22 04:30:00;0;0;0;0
2034;2024-01-22 04:45:00;0;0;0;0
2035;2024-01-22 05:00:00;0;0;0;0
2036;2024-01-22 05:15:00;0;0;0;0
2037;2024-01-22 05:30:00;0;0;0;0
2038;2024-01-22 05:45:00;0;0;0;0
2039;2024-01-22 06:00:00;0;0;0;0
2040;2024-01-22 06:15:00;0;0;0;0
2041;2024-01-22 06:30:00;0;0;0;0
2042;2024-01-22 06:45:00;0;0;0;0
2043;2024-01-22 07:00:00;0;0;0;0
2044;2024-01-22 07:15:00;0;0;0;0
2045;2024-01-22 07:30:00;0;0;0;0
2046;2024-01-22 07:45:00;0;0;0;0
2047;2024-01-22 08:00:00;0;0;0;0
2048;2024-01-22 08:15:00;0;0;0;0
2049;2024-01-22 08:30:00;0;0;0;0
2050;2024-01-22 08:45:00;0;0;0;0
2051;2024-01-22 09:00:00;0;0;0;0
2052;2024-01-22 09:15:00;0;0;0;0
2053;2024-01-22 09:30:00;0;0;0;0
2054;2024-01-22 09:45:00;0;0;0;0
2055;2024-01-22 10:00:00;0;0;0;0
2056;2024-01-22 10:15:00;0;0;0;0
2057;2024-01-22 10:30:00;0;0;0;0
2058;2024-01-22 10:45:00;0;0;0;0
2059;2024-01-22 11:00:00;0;0;0;0
2060;2024-01-22 11:15:00;0;0;0;0
2061;2024-01-22 11:30:00;0;0;0;0
2062;2024-01-22 11:45:00;0;0;0;0
2063;2024-01-22 12:00:00;0;0;0;0
2064;2024-01-22 12:15:00;0;0;0;0
2065;2024-01-22 12:30:00;0;0;0;0
2066;2024-01-22 12:45:00;0;0;0;0
2067;2024-01-22 13:00:00;0;0;0;0
2068;2024-01-22 13:15:00;0;0;0;0
2069;2024-01-22 13:30:00;0;0;0;0
2070;2024-01-22 13:45:00;0;0;0;0
2071;2024-01-22 14:00:00;0;0;0;0
2072;2024-01-22 14:15:00;0;0;0;0
2073;2024-01-22 14:30:00;0;0;0;0
2074;2024-01-22 14:45:00;0;0;0;0
2075;2024-01-22 15:00:00;0;0;0;0
2076;2024-01-22 15:15:00;0;0;0;0
2077;2024-01-22 15:30:00;0;0;0;0
2078;2024-01-22 15:45:00;0;0;0;0
2079;2024-01-22 16:00:00;0;0;0;0
2080;2024-01-22 16:15:00;0;0;0;0
2081;2024-01-22 16:30:00;0;0;0;0
2082;2024-01-22 16:45:00;0;0;0;0
2083;2024-01-22 17:00:00;0;0;0;0
2084;2024-01-22 17:15:00;0;0;0;0
2085;2024-01-22 17:30:00;0;0;0;0
2086;2024-01-22 17:45:00;0;0;0;0
2087;2024-01-22 18:00:00;0;0;0;0
2088;2024-01-22 18:15:00;0;0;0;0
2089;2024-01-22 18:30:00;0;0;0;0
2090;2024-01-22 18:45:00;0;0;0;0
2091;2024-01-22 19:00:00;0;0;0;0
2092;2024-01-22 19:15:00;0;0;0;0
2093;2024-01-22 19:30:00;0;0;0;0
2094;2024-01-22 19:45:00;0;0;0;0
2095;2024-01-22 20:00:00;0;0;0;0
2096;2024-01-22 20:15:00;0;0;0;0
2097;2024-01-22 20:30:00;0;0;0;0
2098;2024-01-22 20:45:00;0;0;0;0
2099;2024-01-22 21:00:00;0;0;0;0
2100;2024-01-22 21:15:00;0;0;0;0
2101;2024-01-22 21:30:00;0;0;0;0
2102;2024-01-22 21:45:00;0;0;0;0
2103;2024-01-22 22:00:00;0;0;0;0
2104;2024-01-22 22:15:00;0;0;0;0
2105;2024-01-22 22:30:00;0;0;0;0
2106;2024-01-22 22:45:00;0;0;0;0
2107;2024-01-22 23:00:00;0;0;0;0
2108;2024-01-22 23:15:00;0;0;0;0
2109;2024-01-22 23:30:00;0;0;0;0
2110;2024-01-22 23:45:00;0;0;0;0
2111;2024-01-23 00:00:00;0;0;0;0
2112;2024-01-23 00:15:00;0;0;0;0
2113;2024-01-23 00:30:00;0;0;0;0
2114;2024-01-23 00:45:00;0;0;0;0
2115;2024-01-23 01:00:00;0;0;0;0
2116;2024-01-23 01:15:00;0;0;0;0
2117;2024-01-23 01:30:00;0;0;0;0
2118;2024-01-23 01:45:00;0;0;0;0
2119;2024-01-23 02:00:00;0;0;0;0
2120;2024-01-23 02:15:00;0;0;0;0
2121;2024-01-23 02:30:00;0;0;0;0
2122;2024-01-23 02:45:00;0;0;0;0
2123;2024-01-23 03:00:00;0;0;0;0
2124;2024-01-23 03:15:00;0;0;0;0
2125;2024-01-23 03:30:00;0;0;0;0
2126;2024-01-23 03:45:00;0;0;0;0
2127;2024-01-23 04:00:00;0;0;0;0
2128;2024-01-23 04:15:00;0;0;0;0
2129;2024-01-23 04:30:00;0;0;0;0
2130;2024-01-23 04:45:00;0;0;0;0
2131;2024-01-23 05:00:00;0;0;0;0
2132;2024-01-23 05:15:00;0;0;0;0
2133;2024-01-23 05:30:00;0;0;0;0
2134;2024-01-23 05:45:00;0;0;0;0
2135;2024-01-23 06:00:00;0;0;0;0
2136;2024-01-23 06:15:00;0;0;0;0
2137;2024-01-23 06:30:00;0;0;0;0
2138;2024-01-23 06:45:00;0;0;0;0
2139;2024-01-23 07:00:00;0;0;0;0
2140;2024-01-23 07:15:00;0;0;0;0
2141;2024-01-23 07:30:00;0;0;0;0
2142;2024-01-23 07:45:00;0;0;0;0
2143;2024-01-23 08:00:00;0;0;0;0
2144;2024-01-23 08:15:00;0;0;0;0
2145;2024-01-23 08:30:00;0;0;0;0
2146;2024-01-23 08:45:00;0;0;0;0
2147;2024-01-23 09:00:00;0;0;0;0
2148;2024-01-23 09:15:00;0;0;0;0
2149;2024-01-23 09:30:00;0;0;0;0
2150;2024-01-23 09:45:00;0;0;0;0
2151;2024-01-23 10:00:00;0;0;0;0
2152;2024-01-23 10:15:00;0;0;0;0
2153;2024-01-23 10:30:00;0;0;0;0
2154;2024-01-23 10:45:00;0;0;0;0
2155;2024-01-23 11:00:00;0;0;0;0
2156;2024-01-23 11:15:00;0;0;0;0
2157;2024-01-23 11:30:00;0;0;0;0
2158;2024-01-23 11:45:00;0;0;0;0
2159;2024-01-23 12:00:00;0;0;0;0
2160;2024-01-23 12:15:00;0;0;0;0
2161;2024-01-23 12:30:00;0;0;0;0
2162;2024-01-23 12:45:00;0;0;0;0
2163;2024-01-23 13:00:00;0;0;0;0
2164;2024-01-23 13:15:00;0;0;0;0
2165;2024-01-23 13:30:00;0;0;0;0
2166;2024-01-23 13:45:00;0;0;0;0
2167;2024-01-23 14:00:00;0;0;0;0
2168;2024-01-23 14:15:00;0;0;0;0
2169;2024-01-23 14:30:00;0;0;0;0
2170;2024-01-23 14:45:00;0;0;0;0
2171;2024-01-23 15:00:00;0;0;0;0
2172;2024-01-23 15:15:00;0;0;0;0
2173;2024-01-23 15:30:00;0;0;0;0
2174;2024-01-23 15:45:00;0;0;0;0
2175;2024-01-23 16:00:00;0;0;0;0
2176;2024-01-23 16:15:00;0;0;0;0
2177;2024-01-23 16:30:00;0;0;0;0
2178;2024-01-23 16:45:00;0;0;0;0
2179;2024-01-23 17:00:00;0;0;0;0
2180;2024-01-23 17:15:00;0;0;0;0
2181;2024-01-23 17:30:00;0;0;0;0
2182;2024-01-23 17:45:00;0;0;0;0
2183;2024-01-23 18:00:00;0;0;0;0
2184;2024-01-23 18:15:00;0;0;0;0
2185;2024-01-23 18:30:00;0;0;0;0
2186;2024-01-23 18:45:00;0;0;0;0
2187;2024-01-23 19:00:00;0;0;0;0
2188;2024-01-23 19:15:00;0;0;0;0
2189;2024-01-23 19:30:00;0;0;0;0
2190;2024-01-23 19:45:00;0;0;0;0
2191;2024-01-23 20:00:00;0;0;0;0
2192;2024-01-23 20:15:00;0;0;0;0
2193;2024-01-23 20:30:00;0;0;0;0
2194;2024-01-23 20:45:00;0;0;0;0
2195;2024-01-23 21:00:00;0;0;0;0
2196;2024-01-23 21:15:00;0;0;0;0
2197;2024-01-23 21:30:00;0;0;0;0
2198;2024-01-23 21:45:00;0;0;0;0
2199;2024-01-23 22:00:00;0;0;0;0
2200;2024-01-23 22:15:00;0;0;0;0
2201;2024-01-23 22:30:00;0;0;0;0
2202;2024-01-23 22:45:00;0;0;0;0
2203;2024-01-23 23:00:00;0;0;0;0
2204;2024-01-23 23:15:00;0;0;0;0
2205;2024-01-23 23:30:00;0;0;0;0
2206;2024-01-23 23:45:00;0;0;0;0
2207;2024-01-24 00:00:00;0;0;0;0
2208;2024-01-24 00:15:00;0;0;0;0
2209;2024-01-24 00:30:00;0;0;0;0
2210;2024-01-24 00:45:00;0;0;0;0
2211;2024-01-24 01:00:00;0;0;0;0
2212;2024-01-24 01:15:00;0;0;0;0
2213;2024-01-24 01:30:00;0;0;0;0
2214;2024-01-24 01:45:00;0;0;0;0
2215;2024-01-24 02:00:00;0;0;0;0
2216;2024-01-24 02:15:00;0;0;0;0
2217;2024-01-24 02:30:00;0;0;0;0
2218;2024-01-24 02:45:00;0;0;0;0
2219;2024-01-24 03:00:00;0;0;0;0
2220;2024-01-24 03:15:00;0;0;0;0
2221;2024-01-24 03:30:00;0;0;0;0
2222;2024-01-24 03:45:00;0;0;0;0
2223;2024-01-24 04:00:00;0;0;0;0
2224;2024-01-24 04:15:00;0;0;0;0
2225;2024-01-24 04:30:00;0;0;0;0
2226;2024-01-24 04:45:00;0;0;0;0
2227;2024-01-24 05:00:00;0;0;0;0
2228;2024-01-24 05:15:00;0;0;0;0
2229;2024-01-24 05:30:00;0;0;0;0
2230;2024-01-24 05:45:00;0;0;0;0
2231;2024-01-24 06:00:00;0;0;0;0
2232;2024-01-24 06:15:00;0;0;0;0
2233;2024-01-24 06:30:00;0;0;0;0
2234;2024-01-24 06:45:00;0;0;0;0
2235;2024-01-24 07:00:00;0;0;0;0
2236;2024-01-24 07:15:00;0;0;0;0
2237;2024-01-24 07:30:00;0;0;0;0
2238;2024-01-24 07:45:00;0;0;0;0
2239;2024-01-24 08:00:00;0;0;0;0
2240;2024-01-24 08:15:00;0;0;0;0
2241;2024-01-24 08:30:00;0;0;0;0
2242;2024-01-24 08:45:00;0;0;0;0
2243;2024-01-24 09:00:00;0;0;0;0
2244;2024-01-24 09:15:00;0;0;0;0
2245;2024-01-24 09:30:00;0;0;0;0
2246;2024-01-24 09:45:00;0;0;0;0
2247;2024-01-24 10:00:00;0;0;0;0
2248;2024-01-24 10:15:00;0;0;0;0
2249;2024-01-24 10:30:00;0;0;0;0
2250;2024-01-24 10:45:00;0;0;0;0
2251;2024-01-24 11:00:00;0;0;0;0
2252;2024-01-24 11:15:00;0;0;0;0
2253;2024-01-24 11:30:00;0;0;0;0
2254;2024-01-24 11:45:00;0;0;0;0
2255;2024-01-24 12:00:00;0;0;0;0
2256;2024-01-24 12:15:00;0;0;0;0
2257;2024-01-24 12:30:00;0;0;0;0
2258;2024-01-24 12:45:00;0;0;0;0
2259;2024-01-24 13:00:00;0;0;0;0
2260;2024-01-24 13:15:00;0;0;0;0
2261;2024-01-24 13:30:00;0;0;0;0
2262;2024-01-24 13:45:00;0;0;0;0
2263;2024-01-24 14:00:00;0;0;0;0
2264;2024-01-24 14:15:00;0;0;0;0
2265;2024-01-24 14:30:00;0;0;0;0
2266;2024-01-24 14:45:00;0;0;0;0
2267;2024-01-24 15:00:00;0;0;0;0
2268;2024-01-24 15:15:00;0;0;0;0
2269;2024-01-24 15:30:00;0;0;0;0
2270;2024-01-24 15:45:00;0;0;0;0
2271;2024-01-24 16:00:00;0;0;0;0
2272;2024-01-24 16:15:00;0;0;0;0
2273;2024-01-24 16:30:00;0;0;0;0
2274;2024-01-24 16:45:00;0;0;0;0
2275;2024-01-24 17:00:00;0;0;0;0
2276;2024-01-24 17:15:00;0;0;0;0
2277;2024-01-24 17:30:00;0;0;0;0
2278;2024-01-24 17:45:00;0;0;0;0
2279;2024-01-24 18:00:00;0;0;0;0
